id,titlu,valoare,data,tip,firma,cui,ofertanti
achizitie-directa-2026-166563,Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2),270000.0,2026-02-06,Achizitie directa,MASTER SOLUTIONS TEAM,32099000,1
achizitie-directa-2026-176143,Servicii de inspectie si testare tehnica (Rev.2),55908.0,2026-02-09,Achizitie directa,SC HEAT INSTAL SRL,23862510,1
achizitie-directa-2026-177433,Servicii de proiectare a conductelor (Rev.2),17000.0,2026-02-10,Achizitie directa,GPT PIPE PLAN,40012187,1
achizitie-directa-2026-177449,Servicii de proiectare a conductelor (Rev.2),13000.0,2026-02-10,Achizitie directa,GPT PIPE PLAN,40012187,1
achizitie-directa-2026-177486,Servicii de proiectare a conductelor (Rev.2),13000.0,2026-02-10,Achizitie directa,GPT PIPE PLAN,40012187,1
achizitie-directa-2026-177510,Servicii de inspectie si testare tehnica (Rev.2),420.0,2026-02-10,Achizitie directa,CARDEEMS,31074679,1
achizitie-directa-2026-181330,Produse informative si de promovare (Rev.2),4130.0,2026-02-10,Achizitie directa,ALPHA SHOT SRL,33933162,1
achizitie-directa-2026-185650,Cabluri de conectare (Rev.2),49.230000000000004,2026-02-11,Achizitie directa,ROSERVOTECH,15857245,1
achizitie-directa-2026-197259,Servicii de consultanta in domeniul achizitiilor (Rev.2),91000.0,2026-02-12,Achizitie directa,PERCONS EU,25535239,1
achizitie-directa-2026-197510,Servicii de consultanta in domeniul securitatii (Rev.2),95040.0,2026-02-12,Achizitie directa,SSM FIRE CONSULTING,25336694,1
achizitie-directa-2026-203198,Servicii de consultanta in domeniul achizitiilor (Rev.2),100000.0,2026-02-13,Achizitie directa,PERCONS EU,25535239,1
achizitie-directa-2026-203922,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2),1865.0,2026-02-13,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2026-208231,"Bibliorafturi, mape de corespondenta, clasoare si articole similare (Rev.2)",4380.0,2026-02-16,Achizitie directa,PROF PRINT,30153510,1
achizitie-directa-2026-255020,Servicii de consultanta in domeniul achizitiilor (Rev.2),90000.0,2026-02-24,Achizitie directa,PERCONS EU,25535239,1
achizitie-directa-2026-262473,Produse de curatat pentru automobile (Rev.2),1125.0,2026-02-25,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2026-262512,Produse de curatenie (Rev.2),3580.0,2026-02-25,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2026-268813,Telefoane cu fax (Rev.2),359.14,2026-02-26,Achizitie directa,FANPLACE iT SRL,31962960,1
achizitie-directa-2026-272564,Servicii de reparare si de intretinere a echipamentului de securitate (Rev.2),70200.0,2026-02-26,Achizitie directa,Quick Service,4998931,1
achizitie-directa-2026-278679,Servicii de elaborare de studii (Rev.2),200000.0,2026-02-27,Achizitie directa,PANORAMIC CONCEPT CONS,37655409,1
achizitie-directa-2026-282383,Servicii de evacuare a apelor reziduale (Rev.2),300.0,2026-02-27,Achizitie directa,Eco Public,19123039,1
achizitie-directa-2026-297132,Servicii de brokeraj de asigurari (Rev.2),6300.110000000001,2026-03-03,Achizitie directa,ZBK BALKAN S.A. BULGARIA SUCURSALA ROMANIA,35779982,1
achizitie-directa-2026-299822,Piatra de cariera si concasata (Rev.2),268800.0,2026-03-03,Achizitie directa,GEMCO TRADE,31335227,1
achizitie-directa-2026-300756,Pneuri pentru autovehicule (Rev.2),3350.0,2026-03-03,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2026-315250,Alte materiale de constructii diverse (Rev.2),189000.0,2026-03-05,Achizitie directa,GENERAL UTIL CONS,34772064,1
achizitie-directa-2026-315811,Diverse articole (Rev.2),628.28,2026-03-05,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2026-331957,Piese pentru utilaje de exploatare miniera si in cariera si piese pentru masini ,1524.0,2026-03-09,Achizitie directa,AROX EQUIPMENT SRL,23646540,1
achizitie-directa-2026-337092,Servicii de cadastru (Rev.2),270000.0,2026-03-10,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2026-339572,Filtre de benzina (Rev.2),1233.05,2026-03-10,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2026-339662,Servicii de reparare si intretinere (Rev.2),3050.0,2026-03-10,Achizitie directa,GDM Repair,47094311,1
achizitie-directa-2026-344952,Diverse echipamente de protectie impotriva incendiilor (Rev.2),15172.0,2026-03-10,Achizitie directa,SARMIS COLUMNA FIRE,34748449,1
achizitie-directa-2026-345061,Servicii de proiectare specializata (Rev.2),15000.0,2026-03-10,Achizitie directa,SC EXPERT DESIGN CONSULTING SRL,28034690,1
achizitie-directa-2026-355882,Servicii de topografie (Rev.2),270000.0,2026-03-12,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2026-364805,Servicii de gestionare informatica (Rev.2),72000.0,2026-03-13,Achizitie directa,EUROHOSTING,18545256,1
achizitie-directa-2026-364929,Felicitari (Rev.2),13300.0,2026-03-13,Achizitie directa,INDOOR MEDIA GROUP,18436062,1
achizitie-directa-2026-367309,Echipament de incalzire centrala (Rev.2),53600.0,2026-03-13,Achizitie directa,A-Z INSTAL GAZ,33311747,1
achizitie-directa-2026-375688,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2),20000.0,2026-03-16,Achizitie directa,RALEX PROIECT CONSTRUCT,29101593,1
achizitie-directa-2026-381657,Servicii de intretinere a automobilelor (Rev.2),2426.63,2026-03-17,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2026-384386,Servicii de arpentaj cadastral (Rev.2),270000.0,2026-03-17,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2026-393692,Produse de curatenie (Rev.2),4005.0,2026-03-18,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2026-397609,Servicii de curatare a canalelor de ape reziduale (Rev.2),268800.0,2026-03-19,Achizitie directa,BETIRA CONSTRUCT,30520358,1
achizitie-directa-2026-400123,Diverse servicii de intretinere si de reparare (Rev.2),9694.5,2026-03-19,Achizitie directa,SUBANSAMBLE AUTO S.A.,9938485,1
achizitie-directa-2026-404065,Lucrari de reparare a drumurilor (Rev.2),880411.88,2026-03-19,Achizitie directa,MIDAS ROAD S.R.L.,47338351,1
achizitie-directa-2026-407973,Lucrari de reparare a spatiilor de recreere (Rev.2),15039.0,2026-03-20,Achizitie directa,NICOLAS CONSTRUCT,24651529,1
achizitie-directa-2026-411480,Servicii de brokeraj de asigurari (Rev.2),432.0,2026-03-20,Achizitie directa,ZBK BALKAN S.A. BULGARIA SUCURSALA ROMANIA,35779982,1
achizitie-directa-2026-414904,Cartuse de toner (Rev.2),2302.08,2026-03-23,Achizitie directa,ROMSYSTEMS,15437993,1
achizitie-directa-2026-416725,Servicii de inspectie si testare tehnica (Rev.2),210.0,2026-03-23,Achizitie directa,CARDEEMS,31074679,1
achizitie-directa-2026-428883,Piese si accesorii pentru fotocopiatoare (Rev.2),633.0,2026-03-24,Achizitie directa,SMART CHOICE S.R.L.,17491492,1
achizitie-directa-2026-434178,Studiu de fezabilitate (Rev.2),269000.0,2026-03-25,Achizitie directa,RALEX PROIECT CONSTRUCT,29101593,1
achizitie-directa-2026-436868,Servicii de certificare a semnaturii electronice (Rev.2),12880.0,2026-03-25,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2026-438121,Servicii de telecomunicatii (Rev.2),69120.0,2026-03-25,Achizitie directa,PAN-NET,18675647,1
achizitie-directa-2026-438191,Acumulatori electrici (Rev.2),600.0,2026-03-25,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2026-446978,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2),25000.0,2026-03-26,Achizitie directa,RHEEA CONSTRUCTION S.R.L.,47379122,1
achizitie-directa-2026-464726,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,920.0,2026-03-30,Achizitie directa,KSA ROAD SERVICES,35253022,1
contract-2026-3957,Lucrari de reparatii generale si de renovare (Rev.2),12671650.0,2025-12-03,Procedura simplificata,CRIA GENERAL CONSTRUCT,41011023,1
contract-2026-3958,Lucrari de reparatii generale si de renovare (Rev.2),12671650.0,2025-12-03,Procedura simplificata,DORBASTI CONSTRUCT SRL,37920815,1
contract-2026-3959,Lucrari de reparatii generale si de renovare (Rev.2),12671650.0,2025-12-03,Procedura simplificata,GRI CONSTRUCT ACM S.R.L.,41497242,1
contract-2026-80115,Vehicule electrice (Rev.2),2656673.0,2026-02-04,Licitatie deschisa,QUANTUM AUTO MAX,RO48590798,2
contract-2026-168284,Amenajare si intretinere de spatii verzi (Rev.2),4615582.0,2025-12-11,Licitatie deschisa,DAV  GARDEN & SERVICE,RO 28167751,2
contract-2026-168285,Amenajare si intretinere de spatii verzi (Rev.2),1153895.0,2026-02-27,Licitatie deschisa,DAV  GARDEN & SERVICE,RO 28167751,2
contract-2026-181041,Servicii de curatenie (Rev.2),14580025.0,2024-12-03,Licitatie deschisa,BEPA CONSTRUCTII CIVILE,ro 27019056,2
contract-2026-181042,Servicii de curatenie (Rev.2),3336165.0,2024-12-03,Licitatie deschisa,BEPA CONSTRUCTII CIVILE,ro 27019056,2
contract-2026-181043,Servicii de curatenie (Rev.2),3645006.0,2026-02-26,Licitatie deschisa,BEPA CONSTRUCTII CIVILE,ro 27019056,2
